432533627,19,49,10
432533628,23,58,10
432533630,65,88,10
432533631,66,80,10
432533632,9,36,10
432533633,9,74,10
432533634,9,70,10
432533635,8,45,10
432533636,24,12,10
432533637,31,17,10
432533638,32,15,10
432533639,53,40,10
432533640,67,39,10
432533641,78,42,10
432533642,78,52,10
432533647,59,71,10
